Move_ID,Miscrit_ID,Move_Name,Element,AP,Accuracy,Description,Enchant
2302,522,Plasma Shield,Utility,0,100%,Shields yourself to block all incoming damage up to 30 HP. 2 turns cooldown,+5 Block
2303,522,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
2304,522,Cambrian Infinity,Water,6,90%,A simple Water attack that hits 8 times,+5% Accuracy
2305,523,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
2306,523,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2307,523,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
2308,523,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2309,523,Light Lightning Dance,Lightning,11,100%,An average Lightning attack,+3 Attack Power
2310,523,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
2311,523,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
2312,523,Stilled,Utility,0,100%,Lowers your foe's Elemental Attack by 13,+3 to Debuff
2313,523,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
2314,523,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2315,523,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
2316,523,Light Sparkler,Lightning,28,95%,"A massively powerful Lightning attack that grants immunity to Sleep, Confuse, Paralyze and Antiheal for 3 turns",+4 Attack Power
2317,524,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
2318,524,Blow,Wind,7,100%,A simple Wind attack,+1 Attack Power
2319,524,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
2320,524,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2321,524,Light Swell Splash,Water,11,100%,An average Water attack,+2 Attack Power
2322,524,Paralyze,Utility,0,90%,"Paralyzes your foe for 2 turns, making them unable to switch",+10% Accuracy
2323,524,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
2324,524,Spring Shower,Water,15,95%,A powerful Water attack,+3 Attack Power
2325,524,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2326,524,Twister Toxin,Wind,10,90%,Inflicts Wind damage over 3 turns,+2 Attack Power
2327,524,OverWater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2328,524,Light Tidal Wave,Water,27,95%,A massively powerful Water attack that inflicts 6 AP Wind DoT for 2 turns,+5% Accuracy
2329,525,Gust,Wind,7,100%,A simple Wind attack,+1 Attack Power
2330,525,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2331,525,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
2332,525,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2333,525,Light Flying Kick,Wind,11,100%,An average Wind attack,+2 Attack Power
2334,525,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
2335,525,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2336,525,Gale,Wind,15,95%,A powerful Wind attack,+3 Attack Power
2337,525,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
2338,525,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2339,525,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
2340,525,Light Confucius,Wind,20,95%,A very powerful Wind attack that deals an additional 20 fixed damage to foe,+5% Accuracy
2341,526,Pollen,Utility,0,90%,Lowers your foe's Accuracy by 10%,+10% Accuracy
2342,526,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
2343,526,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
2344,526,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2345,526,Light Mossy Mauler,Nature,11,100%,An average Nature attack,+2 Attack Power
2346,526,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
2347,526,Photosynth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2348,526,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
2349,526,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
2350,526,Mother Nature,Nature,20,95%,A very powerful Nature attack,+4 Attack Power
2351,526,Sacred Stones,Utility,0,100%,Raises your Elemental Defense by 13,+3 to Buff
2352,526,Light Roughage Roll,Nature,25,95%,A massively powerful Nature attack that deals an additional 15 fixed damage to foe,+5% Accuracy
2353,527,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
2354,527,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2355,527,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
2356,527,Spirit Shield,Utility,0,100%,Raises your Elemental Defense by 7,+1 to Buff
2357,527,Light Lava Splash,Fire,11,100%,An average Fire attack,+2 Attack Power
2358,527,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
2359,527,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2360,527,High Focus,Utility,0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
2361,527,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
2362,527,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2363,527,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
2364,527,Light Tainted Flame,Physical,27,95%,A massively powerful Physical attack and inflicts 9 AP Fire Dot for 3 turns,+4 Attack Power
2365,528,Spray,Water,7,100%,A simple Water attack,+1 Attack Power
2366,528,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2367,528,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
2368,528,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
2369,528,Light Ink Splash,Water,11,100%,An average Water attack,+2 Attack Power
2370,528,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
2371,528,OverWater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2372,528,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
2373,528,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
2374,528,Geyser,Water,20,95%,A very powerful Water attack,+4 Attack Power
2375,528,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
2376,528,Light Tentacle Tide,Physical,9,100%,A simple Physical attack that hits 3 times and inflicts 9 AP Water DoT for 3 turns,+1 Attack Power
2377,529,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
2378,529,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
2379,529,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
2380,529,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2381,529,Light Tail Lash,Earth,12,100%,An average Earth attack,+2 Attack Power
2382,529,Confuse Immune,Utility,0,100%,Makes the user immune to Confuse for 5 turns and heals yourself by 5 HP,+1 Turn
2383,529,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2384,529,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2385,529,Boulder Barrage,Earth,13,80%,Inflicts Earth damage over 3 turns,+10% Accuracy
2386,529,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
2387,529,Balefire,Fire,25,90%,A massively powerful Fire attack,+10% Accuracy
2388,529,Light Ruthless Bite,Physical,32,95%,A more than massively powerful Physical attack that inflicts Bleed for 5 turns,+5% Accuracy
2389,530,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
2390,530,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
2391,530,Ignite,Utility,0,100%,Raises your Elemental Attack by 11,+2 to Buff
2392,530,Eraser,Utility,0,100%,Lowers your foe's Elemental Attack by 7,+2 to Debuff
2393,530,Light Reliable Fire,Fire,13,100%,An average Fire attack,+2 Attack Power
2394,530,Slash,Physical,10,100%,An average Physical attack,+2 Attack Power
2395,530,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
2396,530,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2397,530,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2398,530,Zapping Burns,Fire,7,90%,A simple Fire/Lightning attack that Inflicts 6 AP Fire DoT and 6 AP Lightning DoT for 2 turns. 5 turns cooldown,+10% Accuracy
2399,530,Light Reaping Flame,Fire,27,100%,A massively powerful Fire attack that inflicts Stats Chaos,+3 Attack Power
2400,530,Slayer Of Dark,Lightning,27,100%,A massively powerful Lightning attack with a 40% chance to inflict Surprise,+3 Attack Power
2401,531,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
2402,531,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2403,531,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
2404,531,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
2405,531,Light Mummy Mudbomb,Earth,11,100%,An average Earth attack,+2 Attack Power
2406,531,High Focus,Utility,0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
2407,531,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
2408,531,Antiheal,Utility,0,90%,"Prevents your foe from healing, causing them to lose health instead of recovering for 4 turns",+10% Accuracy
2409,531,Preserve,Utility,0,100%,Regains a significant amount of your health,+5 Heal
2410,531,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
2411,531,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
2412,531,Light Pharaoh's Revenge,Earth,28,100%,A massively powerful Earth attack that Paralyzes both the foe and the user for 3 turns,+4 Attack Power
2413,532,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
2414,532,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2415,532,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
2416,532,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
2417,532,Dark Slobber Slab,Earth,11,100%,An average Earth attack,+2 Attack Power
2418,532,Sprint,Physical,--,95%,Raises your Speed by 25 and heals yourself by 5 HP,+5% Accuracy
2419,532,Mush,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2420,532,Diminish,Utility,0,100%,Lowers your foe's Physical Defense by 10,+2 to Debuff
2421,532,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
2422,532,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
2423,532,Intimidation,Utility,0,100%,Lowers your foe's Attacks by 11,+3 to Debuff
2424,532,Dark Lasher,Physical,9,110%,A simple Physical attack that hits 3 times and inflicts 7 AP Physical DoT for 3 turns,+1 Attack Power
2425,533,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
2426,533,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2427,533,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
2428,533,Anger,Utility,0,100%,Raises your Physical Attack by 7,+2 to Buff
2429,533,Dark Lava Paw,Fire,11,100%,An average Fire attack,+2 Attack Power
2430,533,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
2431,533,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
2432,533,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2433,533,Brimstone,Fire,20,95%,A very powerful Fire attack,+2 Attack Power
2434,533,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
2435,533,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
2436,533,Dark Overpower,Physical,27,95%,A massively powerful Physical attack that steals 9 HP from foe,+4 Attack Power
2437,534,Spray,Water,7,100%,A simple Water attack,+1 Attack Power
2438,534,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2439,534,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
2440,534,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2441,534,Dark Refrigerate,Water,11,100%,An average Water attack,+3 Attack Power
2442,534,Bewitch,Utility,0,100%,Lowers your foe's Elemental Attack by 10,+2 to Debuff
2443,534,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2444,534,OverWater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2445,534,Geyser,Water,20,95%,A very powerful Water attack,+4 Attack Power
2446,534,Barrage,Physical,10,95%,An average Physical attack that hits 2 times,+5% Accuracy
2447,534,Stilled,Utility,0,100%,Lowers your foe's Elemental Attack by 13,+3 to Debuff
2448,534,Dark Glaciate,Water,11,95%,An average Water attack that hits 3 times and inflicts Stats Chaos,+5% Accuracy
2449,535,Vines,Nature,7,100%,A simple Nature attack,+1 Attack Power
2450,535,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2451,535,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
2452,535,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
2453,535,Dark Leaf Bash,Nature,11,100%,An average Nature attack,+2 Attack Power
2454,535,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
2455,535,Bloom,Nature,15,95%,A powerful Nature attack,Replenishes 5 Health
2456,535,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
2457,535,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
2458,535,Photosynth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2459,535,Precision Guard,Utility,0,100%,Raises your Defenses by 8 and your Accuracy by 10%,+2 to Buff
2460,535,Dark Flower Power,Nature,17,95%,A powerful Nature attack that hits 2 times and steals 9 HP from foe,+5% Accuracy
2461,536,Gust,Wind,7,100%,A simple Wind attack,+1 Attack Power
2462,536,Bright Lights,Utility,0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
2463,536,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
2464,536,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2465,536,Dark Swooping Fury,Wind,11,100%,An average Wind attack,+2 Attack Power
2466,536,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
2467,536,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2468,536,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
2469,536,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
2470,536,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2471,536,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
2472,536,Dark Aerial Strike,Wind,5,100%,A simple Wind attack that hits 6 times and inflicts Bleed for 3 turns,+1 Attack Power
2473,537,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
2474,537,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2475,537,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
2476,537,Spirit Shield,Utility,0,100%,Raises your Elemental Defense by 7,+1 to Buff
2477,537,Dark Lava Splash,Fire,12,100%,An average Fire attack,+2 Attack Power
2478,537,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
2479,537,Campfire,Fire,15,95%,A powerful Fire attack,+3 Attack Power
2480,537,Antiheal,Utility,0,90%,"Prevents your foe from healing, causing them to lose health instead of recovering for 4 turns",+10% Accuracy
2481,537,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
2482,537,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2483,537,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
2484,537,Dark Tainted Flame,Fire,32,95%,A more than massively powerful Fire attack that inflicts 8 AP Poison for 3 turns,+5% Accuracy
2485,538,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
2486,538,Leaves,Nature,7,100%,A simple Nature attack,+1 Attack Power
2487,538,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
2488,538,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
2489,538,Penalty Shot,Earth,11,100%,An average Earth attack,+2 Attack Power
2490,538,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
2491,538,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
2492,538,Lotus,Nature,20,90%,A very powerful Nature attack,+10% Accuracy
2493,538,Red Card,Utility,0,70%,Forces your foe to be switched immediately,+10% Accuracy
2494,538,Half Time,Utility,0,95%,A move that heals for 3 turns in a row. 5 turns cooldown,+5% Accuracy
2495,538,Offside,Nature,27,100%,A massively powerful Nature attack that inflicts Stats Chaos,+3 Attack Power
2496,538,Golden Goal,Earth,30,100%,A more than massively powerful Earth attack that lowers your foe's Accuracy by 10%,+3 Attack Power
2497,539,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
2498,539,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
2499,539,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
2500,539,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2501,539,Dark Lightning Orbs,Lightning,11,100%,An average Lightning attack,+2 Attack Power
2502,539,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2503,539,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
2504,539,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
2505,539,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
2506,539,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2507,539,Blood Contamination,Utility,0,--,Poisons foe for 3 turns and Paralyzes foe for 4 turns. (1 Use),+2 Attack Power
2508,539,Dark Leech Drain,Lightning,26,100%,A massively powerful Lightning attack that inflicts Anti-heal for 3 turns,+4 Attack Power
2509,540,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
2510,540,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
2511,540,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
2512,540,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2513,540,Foil Lightning Orbs,Lightning,12,100%,An average Lightning attack,+2 Attack Power
2514,540,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2515,540,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
2516,540,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
2517,540,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
2518,540,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2519,540,High Focus,Utility,0,100%,Raises your Accuracy by 10%,Replenishes 5 Health
2520,540,Foil Leech Drain,Utility,0,90%,Deals 30 fixed damage to your foe and heals yourself by 30 HP. 2 turns cooldown,+10% Accuracy
2521,541,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
2522,541,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2523,541,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
2524,541,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2525,541,Sunray,Fire,11,100%,An average Fire attack,+2 Attack Power
2526,541,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2527,541,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
2528,541,Engulf,Fire,15,95%,A powerful Fire attack,+3 Attack Power
2529,541,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
2530,541,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2531,541,Encierro Del Sol,Fire,20,95%,A very powerful Fire attack with a 90% chance to Paralyze foe for 2 turns,+5 Attack Power
2532,541,Drought of Doom,Fire,25,95%,A massively powerful Fire attack that inflicts Anti-heal for 2 turns with a 50% chance to inflict Switch Curse,+5 Attack Power
2533,542,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
2534,542,Eraser,Utility,0,100%,Lowers your foe's Elemental Attack by 7,+2 to Debuff
2535,542,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
2536,542,Anger,Utility,0,100%,Raises your Physical Attack by 7,+2 to Buff
2537,542,Thrill of the Night,Physical,15,100%,Deals 15 fixed damage,+5% Accuracy
2538,542,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
2539,542,Dive,Wind,15,95%,A powerful Wind attack,+3 Attack Power
2540,542,Laser Focus,Utility,0,100%,Raises your Accuracy by 20%,Replenishes 15 Health
2541,542,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2542,542,Nightmare Fuel,Utility,0,--,"Puts your foe to Sleep for 1 turn, or until you attack them. (1 Use)",Replenishes 5 Health
2543,542,Tempest,Wind,25,95%,A massively powerful Wind attack,+5 Attack Power
2544,542,Cry of the Tiger,Physical,29,100%,A massively powerful Physical attack that steals 10 HP from foe,+2 Attack Power
2545,543,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
2546,543,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
2547,543,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
2548,543,Body Armor,Utility,0,100%,Raises your Physical Defense by 7,+1 to Buff
2549,543,Light Leaf Blade,Nature,12,100%,An average Nature attack,+2 Attack Power
2550,543,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
2551,543,Rejuvenate,Utility,0,90%,Regains a significant amount of your health,+10% Accuracy
2552,543,Stalactite,Earth,15,100%,A powerful Earth attack,+3 Attack Power
2553,543,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
2554,543,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2555,543,Merlin's Thorns,Utility,0,95%,"Poisons your foe, causing 12 damage for 3 turns and raises your Elemental Attack by 14",+1 Attack Power
2556,543,Sealing Bane,Nature,30,95%,A more than massively powerful Nature attack that inflicts Bleed for 4 turns,+5% Accuracy
2557,544,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2558,544,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
2559,544,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
2560,544,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2561,544,Dark Dirt Claw,Nature,11,100%,An average Nature attack,+2 Attack Power
2562,544,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
2563,544,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
2564,544,Sow,Nature,15,90%,A powerful Nature attack,+10% Accuracy
2565,544,Venom,Utility,0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
2566,544,Mother Nature,Nature,20,95%,A very powerful Nature attack,+4 Attack Power
2567,544,Well Rounded,Utility,0,90%,Raises your Attacks and Defenses by 8,+10% Accuracy
2568,544,Dark Smackdown,Physical,26,95%,A massively powerful Physical attack that inflicts Switch Curse,+4 Attack Power
2569,545,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
2570,545,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
2571,545,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
2572,545,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
2573,545,Dark Whack,Water,11,100%,An average Water attack,+2 Attack Power
2574,545,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
2575,545,H2O,Water,15,90%,A powerful Water attack,+10% Accuracy
2576,545,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
2577,545,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
2578,545,Sprint,Physical,--,95%,Raises your Speed by 25 and heals yourself by 5 HP,+5% Accuracy
2579,545,Sacred Stones,Utility,0,100%,Raises your Elemental Defense by 13,+3 to Buff
2580,545,Dark Wishy Washy,Water,35,85%,An extremely powerful Water attack that steals 8 HP from foe,+5 Attack Power
2581,546,Toughen Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2582,546,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
2583,546,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
2584,546,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
2585,546,Blighted Sting,Nature,12,100%,An average Nature attack,+2 Attack Power
2586,546,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
2587,546,Thrive,Utility,0,100%,Raises your Defenses by 10,+2 to Buff
2588,546,Photosynth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
2589,546,Blighted Blitz,Physical,13,90%,An average Physical attack that hits 2 times and raises your Elemental Attack by 7,+10% Accuracy
2590,546,Venom,Utility,0,85%,"Poisons your foe, causing 14 damage for 3 turns",+10% Accuracy
2591,546,Blighted Bugaway,Nature,21,100%,A very powerful Nature attack that forces you to switch,+3 Attack Power
2592,546,Blighted Bug Out,Nature,31,100%,A more than massively powerful Nature attack that lowers foe's Accuracy by 10%,+4 Attack Power
2593,547,Flash,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
2594,547,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
2595,547,Shove,Physical,7,100%,A simple Physical attack,+1 Attack Power
2596,547,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
2597,547,Dark Jelly Jolt,Lightning,11,100%,An average Lightning attack,+2 Attack Power
2598,547,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
2599,547,Sock,Physical,10,100%,An average Physical attack,+2 Attack Power
2600,547,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
2601,547,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
2602,547,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
2603,547,Radiating Lights,Utility,0,--,Lowers your foe's Accuracy by 40%. (1 Use),Replenishes 5 Health
2604,547,Dark Super Sting,Physical,15,100%,A powerful Physical attack that hits 2 times that Paralyzes foe for 2 turns. 2 turns cooldown,+1 Attack Power
2605,548,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
2606,548,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
2607,548,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
2608,548,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
2609,548,Light Feather Swords,Wind,11,100%,An average Wind attack,+2 Attack Power
2610,548,Impact,Physical,10,100%,An average Physical attack,+2 Attack Power
2611,548,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
2612,548,Cool Breeze,Wind,15,95%,A powerful Wind attack that heals yourself by 10 HP,+5% Accuracy
2613,548,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
2614,548,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
2615,548,Destruction,Physical,25,90%,A massively powerful Physical attack,+10% Accuracy
2616,548,Light Bird Bludgeon,Wind,25,95%,A massively powerful Wind attack that raises your Elemental Attack by 14,+5 Attack Power
